,Date,highfive,pdm,requests-wsgi-adapter,filecache,unearth,pyproject_hooks,pdm-backend,r-rcppplanc,r-easy.utils,r-hdf5r.extra,libplanc,number,sum
0,2026/08/20,359538,1924182,4464,5456,2555905,12833683,491841,38448,4257,4160,23909,12,18245855
